00-00	silaryoarmiot nalonaiqsiotinga kinakkotoinnait piyonnaotingit
00-01	imaimmat ilitaqsimaotiqatmat sifolirnisatoqarnik nirsoinitmik ammalo ayyiciiktittinirmik ammalo ayonngiyyotaoyonnaqtonot piyonnaotinik tamainnolimaattiaq ilaciyaoyonot tamakkoa inaayot ilaciicosingciticot tonngafiollaringmat isomaqsorniq, qanongcasaqtaongcinniq ammalo sailimaniqarniq silaryoarmi,
00-02	imaimmat soqoticinaco ammalo naalangnirlongniq inooyomot iyonnaotinot qaoyinaqsiotisimayoq narronarnirpaatitot aollasiqatningcit ninngaksaariyyotiqarpaktot inollarioyoocaloanik, ammalo sifoliorillatik silaryoarmik tamakkoa aniqtiriyot inooyot qofiasootiqarsimatillocit isomaqsorlhotik oqaosirmikticot ammalo oqaosirmikticot ammalo isomaqsoronnarnikkot katpiasoanirmot ammalo namotoinnaq tosaqtittioticilloco piyomasimangmata soorloli qottingniqpaollotik ayyomiciyamikticot inotoinnaocaloarillotik kinakkotoinnartitot,
00-03	imaimmat sooqaimma, kinakkotoinnalimaat iksinnakotaqaqsimakpat ikayoqtoipiqaqtitaonani, pifitoattiarilirloco, akimanasoarloni akirartornirmicot ammalo oqomaillioqniqot, tamanna inooyonot piyonnaoqtingcit sapommiyaktaoyoksaofot malicangcacot piqoyaliangcosimayoqot,
00-04	imaimmat pifiksaofoq ikayoqtoiyonnarnikkot inooqatiqattiaronnarsisarnikkot silaryoarniot inongcinnot,
00-05	imaimmat kinakkotoinnait silaryoarmionik sapoyyiyit yoonaitan naisangconirartaoyot piqoyaliorsimafot nalonaiqsisimattiarlhotik okpirniqarnirmik iliiyarsoaqariaqangcinniq inooqaticiyanot piyonnaotingciticot atorlotik, opicosongniqarlotik ammalo atorosottiarlotik innoningcanik ammalo ayyiotillocit piyonnaotiqarnikkot angcotit ammalo arnait ammalo isomacittiarlocit nirsoarilocit inoosingcit piosifamlianingcinnot ammalo piosifamlianirmot qanoittotoinnakkot inoosirmi angciniqpaoyomik isomaqsorfiqaronnarniqkot,
00-06	imaimmat ilaciyaoyot atocarifaktangcit takoqkotifakpot nangminiq anicoisimanirmirnik, kayosimatittiqaticiingniqot silaryoarmionot ataosioqaticiiktittinasoaqtittiyit yoonaitan naisansingconirartaoyot, ikayoqtoifot silaryoarmionik annirosolaomiqoollocit ammalo naottirsoarilocit tamakkoa kinakkotoinnarnot ayyioyomik piyonnaqtitaottiaqollocit ammlo tonngafiqattiaqollocit isomaqsoronnarnirmik,
00-07	imaimmat tokisimanarayongmat tamakkoa piyonnaotioyot isomaqsironnaotioyollo angcinirpaoyomik iqkanaqnirpaofot oyyiriyaottialirlotik nangminiriyamingnik attarnayyaikkotiqaliqollocit, maanakkot, imailiqoyiliqpocot katimaryoarnimi atoriyaoliqollocit tamanna silaryoarmiot nalonaiqsiotingca kinakkotoinnait piyonnaotingcinnot qanoittotoinnakkot anicoiyaocayongmat kinakkotoinnalimaatsianot ammalo tamainnolimaattiaq silaryoarmiot inongcinnot, isolinnianot tamarmilimaattiaq inotoonaaqtirtot ammalo tamarmilimaaq inoosililimaat, tamanna papatoangcoqolloco isomaciyaongcinnattiarloni, qakimanasoaqniqarloni ilinniaqtittinikkot ilinniarotilioqnikkot nirsoariloco naalacaqattiarniq tamakkonongca piyonnaotioyonot ammalo isotsoronnarotioyonot ammalo piositifatlianasoarningca ooktorarsimattiarlocit, kanatalimaamiammalo silaryoarmioni, attarnairsimaqallocit silaryoarmiongcoqaticiyatik ammalo atorniqattiarloni ilitarimaliqolloco ammalo naotrsoariloco, tamaticot inongciticot ilaciyaoyofot oqarsimayot nangminirmicot ammalo inooqatimikticot nonattiarmi tamakkoa atorlocit  malicoticot kamaficiyonnaqtamikticot.
01-00	ilanga 1.
01-01	inooyolimaat aniqtiriyolimaat inoolaormata isomarsorlhotik ammalo ayyioqaticiiklhotik nirsoangonikkot ammalo piyonnaititicot. isoqaqtoqotiqartitaofalirpot piyyotiqarnikkot qatanngoticiittiariaqarnikkollo.
02-00	ilangca 2.
02-01	kinakkotoinnalimaattiat piyoksaotainnattiangcofot tamainnolimaaq piyonnaitinik ammalo isomaqsoronnaitinik ilingcanilioqtaosimayariingmata nalonaiyaotiqattiatlhotiklo taakkoticoonaq, ayyionngiqaticiingniliriloanngillotik nalliacotoinnaq, soorlo nanirmiotaonirmikticot, ofaniqaticiinnginnirmiqticot, arnaoningco angcotaoningca isomacinaco, oqaosiqaqaticiinnginiq, okpirfiqarniq toksiarfingmingnik, cafamaliriotiqarniq offalo asiacot tamakkoa isimaciyonnaqtangcit siqoticinacit, nanitoinnaq nonaciyaoyomit offaloonniit aniqtiriyonnarnirmiticot, nonaqaqnikkot, irniangcosimanikkot offaloonniit asongcinnik. silikkanniqtaoq, ayyionngitittiyotaofaktot sanayaomayonniirlotik cafamaotiliriyinoaqtaofaktot, malicaticot kamaficiyonnaqtangcacoorotaofaktot offaloonniit sirlayoarmionot atocaoliqtaqtot titirarsimayot nonanganot nonaqoticiyaoyomolloonniit nalliarnot taanna inoktonga atallattaarmangaat pallo, inotooyyiniarmangaat, angicaksaongmangaat, nangminiq cafalioqimanngittoongmangaat offaloonniit oqarsimaninga nalliatoinnaq asingiticot kicliliorotaosimaqattaqtot piqoyaryoat atayotoqait maliklhocit.
03-00	ilanga 3.
03-01	kinakkotoinnalimaattiat tamakkirlhotik piyonnaotiqarpot inoosirminot, kisoccotiqariaqarniqarani ilitariyaoyyotiksamik ammalo mianiqsiotiqarnikkot inoosinganot.
04-00	ilanga 4.
04-01	kinatoinnattiaqmik sialaasiaqaqtoksaoyoqanngilaq sokkoyiariloco offaloonniit piyittiraqtitoinnaonikkot; sialaaqaloarniq ammalo saalakatoksariyaoniartomik taorsiiniq pittailititaofangnialiqtoq qanoittotoinnakkooriaqallhaliraloarpat sanamanilioqtaonikkot.
05-00	ilanga 5.
05-01	kinatoinnattiaqmik aanniatitaoryoaraaloktoqaqtoksaonngilaq timingacot offaloonniit ikpingnianiqanngittotitot inoofiqaqtoksaonngilaq, soorloli inoonngittoqatiqaqtotitot anirtiriyomik offaloonniit qanoittotoinnakkot kamanasoarnikkot offaloonniit anollaksiariloco imminiqsooticitoinnarloco piyariaqanngittoq.
06-00	ilanga 6.
06-01	kinakkotoinnattiat ilitarsimaotiqarpot nanitoinnaattiaqtoqallaraloaroni inoktanganik piqoyaticot ilitaqsiotiqarasotoinnanngilloni.
07-00	ilanga 7.
07-01	tamarmittiaq ayyiciikpot piqayaop saangani ammalo taicoosiqaqtoinnaollotik pitaqaqtinnacoinooqanniarniq ayyiotitaksaonirmot sapommiyaotiqarlhoni piqoyaticot. tamarmilimaarlo taicoosiqaqtoinnaofot mianirsiotiqarlhotik akirartoliqtaoqonacit inooqanniarnikkot iliiyaqsoarilirlocit aanniqtirinikkot tamatomonga nalonairsiotiqarpot ammalo akiraqtoqtoq nalliangnitonnaq ayorittiyoqaqtoksaonngilaq inooqanniarnikkot.
08-00	ilanga 8.
08-01	tamarmittiaq piyonnaotiqarpot atootiqattiartomik aqkotiqaqollocit akimanasoarnikkot nanitoinnaq nonaciyaoyomit ikayoqsiyiqarlhotik piqoyangacot timingacot iliiyaaqsoaliktaqarnirpat ammalo tonngafiqaqpot isomaqsoronnaotinot piqoyaryoaliorsimanikkot offaloonniit piqoyakkot.
09-00	ilanga 9.
09-01	sacloqitsinikkot ticoyaoniqloktittiyoqaqtoksaonngilaq, sokakkanganikkot offaloonniit nonamingnit anititaoyoqaqtoksaonngilaq.
10-00	ilanga 10.
10-01	kinakkolimaattiat ayyiotiqaticiittiaqtossaofot ilainnaqsionngillotik ammalo nanitoinnaq tosaqtaotitaoyariaqarpata inotoamot offalo iqkaqtoitittiyoqarasoartilloco, isomacisomaloco piyonnaotinginnik ammalo naalacariyariaqartanginnik ammalo nalliangnitoinnaq piqoyakkot sorainirmot ticoyaotittirinirmik akirarinikkot taatsomonga angotimot.
11-00	ilanga 11.
11-00	kinakkolimaattiat iqkaqtoiyikkot pasiyaosimaotiqartot anollaksiificyoamooqtittinirmot piyonnaotiqaqtoq pasiyaksaroqtoksaonnginninganot naalaktillocit naalaktinot qaoyisaqtaolaonnginirmini pasiyaksaroqtitaoyoksaonnginlaq taqkakkoamionot malicariyaoyot maliksaqtaolotik ammalo iqkaqtortaoningani iqkaqtortaoningani tamarmilimaaq solillaricotiqarninganot sapommiyaiyyotiqattiarayarninganik malicaliriyimik kiccaqtortaoloni.
11-01	taffanngatsainnaq qanoiliyaociarotilioqtoqaqtoksaonngilaq pirayainirarotinik ticoyaoniarotiksanganik solillaringnirailotik iqkaqtoiyoksaonngilat taticilocit nalliatoinnait piqoyaoyot offalo kingcofariaqtitaonikkot piqoyaryoaliorsimanngittonik atornirloiyoqaqtoksaonngilaq, nanitoinnaq nonaciyaoyomi oqarsimaningiticot offaloonniit silaryoarmiot piqoyangacot, taimali angiqtaosimammarilirpat. inoottiannginningacollo  tiliorotaolirloni piyoksaonngilat taanna kisiani piyyotillariosimayoq saayyoticisimaloco pirayainirarotaosimayoq angirotaosimatilloco.
12-00	ilanga 12.
