00-00	manussyaavakaashangngallekkurrikkunna potuprakhyaapanam
00-01	manussya samudaayattinrre janmasiddhamaaya antassum samaavakaashavum lookattila svaatantryam, niiti, samaadhaanam ennivayutte sthaapanattinnu attisthaanamaayirikkunnatinaalum manussyaavakaashangngalle vakavekkaattatukonnttu manam mattuppikkunna kruura sambhavangngallunnttaakunnatinaalum sarravvatoonmukhamaaya svaatantryavum samrddhiyum manussyanu anubhavikkaavunna oru putu lookattinrre sthaapanamaann potujanangngallutte aagraham enn prakhyaapikkappettttirikkunnatinaalum himsaamaarraggam sviikarikkaatirikkannamengkila manussyaavakaashangngalle niyamaanusrtamaayi vakaveccu kottukkeennttataannennullllatinaalum raassttrangngalla tammila sauhrdam pularratteennttataannennullllatinaalum aikyaraassttra janata avarutte karaarrila striipurussa samatvattekkurriccum manussyarutte maulikaavakaashattekkurriccum jiivitariiti nannaakkunnatinekkurriccum onnukuutti uunnipparranynyirikkunnatinaalum manussyaavakaashangngalleeyum maulika svaatantryatteeyum anyoonyam bahumaaniccukollllaamenn aikyaraassttra samitiyile amgangngalla vaagdaanam ceytirikkunnatinaalum ii avakaashangngalleeyum svaatantryaboodhatteeyum kurriccu potuvaayi anyoonyam manassilaakkunnat meelapparranynya vaagdaanatte saphalamaakkunnatinnu atipradhaanamaannennirikkunnatinaalum ippoolla janarrala asambli (General Assembly) iprakaaram prakhyaapikkunnu.
00-02	manussyaavakaashangngalle kurrikkunna ii potuprakhyaapanatte oru pramaannamaayi karuti eetoru vyaktikkum samghattanakkum avarutte prayatnamkonnttu manussyaavakaashangngalle bahumaaniccu vakaveccu kottukkaana yatnikkeennttataann. krameenna raassttriiyavum antarraraassttriiyavumaaya pravarrattanangngallekkonnttu ii prakhyaapanattilattangngiyirikkunna avakaashangngalle aikyaraassttra samghattanayile amgangngallekkonnttum avarutte adhikaarattilirikkunna janangngallekkonnttum phalapradamaakattakka riitiyila amgiikarippikkuvaana shramikkeennttatumaann.
01-00	vakupp 1.
01-01	manussyarellaavarum tulyaavakaashangngalloottum antassoottum svaatantryattoottumkuutti janiccittttullllavaraann. anyoonyam bhraatrbhaavattootte perumaarruvaanaann manussyannu viveekabuddhiyum manassaakssiyum siddhamaayirikkunnat.
02-00	vakupp 2.
02-01	jaati, matam, nirram, bhaassa, striipurussabheedam, raassttriiyaabhipraayam svatt, kulam ennivaye kannakkaakkaate ii prakhyaapanattila parrayunna avakaashangngallakkum svaatantryattinum sarravvajanangngallum arraharaann. raassttriiya sthitiye attisthaanamaakki (svatantramoo, parimita bharannaadhikaarattoottu kuuttiyatoo eetaayaalum veennttatilla) ii prakhyaapanattile avakaashangngalle sambandhicceettattoollam yaatoru vyatyaasavum yaatoraalloottum kaannikkaana paattullllatalla.
03-00	vakupp 3.
03-01	svayarakssaaboodhattoottum svaatantryattoottum kuutti jiivikkuvaana eetoraallakkum adhikaaramunntt.
04-00	vakupp 4.
04-01	yaatoraalleeyum attimayaakki vekkaana paattullllatalla. eetoru vidhattilulllla attimatvatteeyum attimavyaapaaratteeyum tattayeennttataann.
05-00	vakupp 5.
