00-00	manussyaavakaashangngallekkurrikkunna potuprakhyaapanam
00-01	manussya samudaayattinrre janmasiddhamaaya antassum samaavakaashavum lookattil svaatantryam, niiti, samaadhaanam ennivayutte sthaapanattinnu attisthaanamaayirikkunnatinaalum manussyaavakaashangngalle vakavekkaattatukonnttu manam mattuppikkunna kruura sambhavangngallunnttaakunnatinaalum sarvvatoonmukhamaaya svaatantryavum samrddhiyum manussyanu anubhavikkaavunna oru putu lookattinrre sthaapanamaann potujanangngallutte aagraham enn prakhyaapikkappettttirikkunnatinaalum himsaamaarggam sviikarikkaatirikkannamengkil manussyaavakaashangngalle niyamaanusrtamaayi vakaveccu kottukkeennttataannennullllatinaalum raassttrangngall tammil sauhrdam pulartteennttataannennullllatinaalum aikyaraassttra janata avarutte karaarril striipurussa samatvattekkurriccum manussyarutte maulikaavakaashattekkurriccum jiivitariiti nannaakkunnatinekkurriccum onnukuutti uunnipparranynyirikkunnatinaalum manussyaavakaashangngalleeyum maulika svaatantryatteeyum anyoonyam bahumaaniccukollllaamenn aikyaraassttra samitiyile amgangngall vaagdaanam ceytirikkunnatinaalum ii avakaashangngalleeyum svaatantryaboodhatteeyum kurriccu potuvaayi anyoonyam manassilaakkunnat meelpparranynya vaagdaanatte saphalamaakkunnatinnu atipradhaanamaannennirikkunnatinaalum ippooll janarral asambli (General Assembly) iprakaaram prakhyaapikkunnu.
00-02	manussyaavakaashangngalle kurrikkunna ii potuprakhyaapanatte oru pramaannamaayi karuti eetoru vyaktikkum samghattanakkum avarutte prayatnamkonnttu manussyaavakaashangngalle bahumaaniccu vakaveccu kottukkaan yatnikkeennttataann. krameenna raassttriiyavum antarraassttriiyavumaaya pravarttanangngallekkonnttu ii prakhyaapanattilattangngiyirikkunna avakaashangngalle aikyaraassttra samghattanayile amgangngallekkonnttum avarutte adhikaarattilirikkunna janangngallekkonnttum phalapradamaakattakka riitiyil amgiikarippikkuvaan shramikkeennttatumaann.
01-00	vakupp 1.
01-01	manussyarellaavarum tulyaavakaashangngalloottum antassoottum svaatantryattoottumkuutti janiccittttullllavaraann. anyoonyam bhraatrbhaavattootte perumaarruvaanaann manussyannu viveekabuddhiyum manassaakssiyum siddhamaayirikkunnat.
02-00	vakupp 2.
02-01	jaati, matam, nirram, bhaassa, striipurussabheedam, raassttriiyaabhipraayam svatt, kulam ennivaye kannakkaakkaate ii prakhyaapanattil parrayunna avakaashangngallkkum svaatantryattinum sarvvajanangngallum arharaann. raassttriiya sthitiye attisthaanamaakki (svatantramoo, parimita bharannaadhikaarattoottu kuuttiyatoo eetaayaalum veennttatilla) ii prakhyaapanattile avakaashangngalle sambandhicceettattoollam yaatoru vyatyaasavum yaatoraalloottum kaannikkaan paattullllatalla.
03-00	vakupp 3.
03-01	svayarakssaaboodhattoottum svaatantryattoottum kuutti jiivikkuvaan eetoraallkkum adhikaaramunntt.
04-00	vakupp 4.
04-01	yaatoraalleeyum attimayaakki vekkaan paattullllatalla. eetoru vidhattilulllla attimatvatteeyum attimavyaapaaratteeyum tattayeennttataann.
05-00	vakupp 5.
05-01	paishaacikavum kruuravum avamaanakaravumaaya riitiyil aaroottum perumaarrarut. aarkkum attarattilulllla shikssakall nalkukayumarut.
06-00	vakupp 6.
06-01	niyamadrssttyaa eetoraallkkum eetoru sthalattum amgiikarannattinu avakaashamunntt.
07-00	vakupp 7.
07-01	niyamattinu munpil ellaavarum tulyaraann. yaatoru bheedavum kuuttaate niyamaanusrtamaaya rakssakk ellaavarkkum arhatayullllatumaann. ii prakhyaapanatte aarengkilum lamghikkukayaannengkil attaram pravrttikallil ninnum rakssateettuvaanulllla adhikaaram ellaavarkkum ullllataann.
08-00	vakupp 8.
08-01	vyavasthaapitamaaya bharannattaalum niyamattaalum sammatikkappetttta avakaashangngalle lamghiccu aarengkilum pravarttikkukayaannengkil niyamaanusrtamaaya pratividhi teettunnatinulllla adhikaaram ellaavarkkum unnttaayirikkunnataann.
09-00	vakupp 9.
09-01	kaarannam kuuttaate yaatoraalleeyum arrasrrrr ceyyaanum, tattavil vekkuvaanum, naattukattattaanum paattullllatalla.
10-00	vakupp 10.
10-01	svatantravum pakssapaatamillaattatumaaya koottati mumpaake tanrre avakaashangngalleeyum adhikaarangngalleeyumkurriccu turrannuparrayunnatinnum tannil aaroopikkunna kurrrrattekkurriccu vaadikkunnatinnum eetoraallkkum adhikaaramullllataann.
11-00	vakupp 11.
